date,chemical,ccg_name,ccg_ods,total_list_size,items,actual_cost
2017-05-01,Apixaban,NHS South Sefton CCG,01T,154751,802,40491.34
2017-05-01,Apixaban,NHS Southport and Formby CCG,01V,124315,1258,55688.87
2017-05-01,Apixaban,NHS Stockport CCG,01W,309739,2215,97684.23
2017-05-01,Apixaban,NHS St Helens CCG,01X,196627,1622,82727.14
2017-05-01,Apixaban,NHS Tameside and Glossop CCG,01Y,246268,831,40832.37
2017-05-01,Apixaban,NHS Trafford CCG,02A,240362,1842,65541.16
2017-05-01,Apixaban,NHS Warrington CCG,02E,217037,1174,63414.93
2017-05-01,Apixaban,NHS West Lancashire CCG,02G,113103,675,32888.59
2017-05-01,Apixaban,NHS Wigan Borough CCG,02H,325933,1230,71417.72
2017-05-01,Apixaban,NHS Fylde and Wyre CCG,02M,169608,947,40293.95
2017-05-01,Apixaban,NHS Barnsley CCG,02P,258039,2724,90276.2
2017-05-01,Apixaban,NHS Bassetlaw CCG,02Q,116085,1180,58719.38
2017-05-01,Apixaban,NHS Calderdale CCG,02T,219806,1321,47305.56
2017-05-01,Apixaban,NHS Doncaster CCG,02X,317818,2344,113858.15
2017-05-01,Apixaban,NHS East Riding of Yorkshire CCG,02Y,301971,1851,85345.49
2017-05-01,Apixaban,NHS Hull CCG,03F,296141,2218,85445.72
2017-05-01,Apixaban,NHS North East Lincolnshire CCG,03H,169081,609,25284.56
2017-05-01,Apixaban,NHS North Lincolnshire CCG,03K,173111,899,39416.47
2017-05-01,Apixaban,NHS Rotherham CCG,03L,261477,1585,73129.34
2017-05-01,Apixaban,NHS Sheffield CCG,03N,593847,2969,123129.06
2017-05-01,Apixaban,NHS Vale of York CCG,03Q,352249,2472,114763.88
2017-05-01,Apixaban,NHS Wakefield CCG,03R,369553,1707,83099.51
2017-05-01,Apixaban,NHS East Leicestershire and Rutland CCG,03W,325100,1314,64140.96
2017-05-01,Apixaban,NHS Leicester City CCG,04C,400028,945,44229.91
2017-05-01,Apixaban,NHS West Leicestershire CCG,04V,386057,1143,54618.1
2017-05-01,Apixaban,NHS Cannock Chase CCG,04Y,132285,562,28410.85
2017-05-01,Apixaban,NHS East Staffordshire CCG,05D,140282,730,35313.17
2017-05-01,Apixaban,NHS North Staffordshire CCG,05G,217453,1474,73752.33
2017-05-01,Apixaban,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,211896,1403,52469.99
2017-05-01,Apixaban,NHS Stafford and Surrounds CCG,05V,148142,908,45743.01
2017-05-01,Apixaban,NHS Stoke on Trent CCG,05W,289019,1780,86478.1
2017-05-01,Apixaban,NHS Cambridgeshire and Peterborough CCG,06H,950698,2252,101432.07
2017-05-01,Apixaban,NHS East and North Hertfordshire CCG,06K,593631,3669,142073.86
2017-05-01,Apixaban,NHS Ipswich and East Suffolk CCG,06L,404026,1316,66312.57
2017-05-01,Apixaban,NHS Herts Valleys CCG,06N,640150,4265,192896.39
2017-05-01,Apixaban,NHS Mid Essex CCG,06Q,388552,2050,88002.85
2017-05-01,Apixaban,NHS North East Essex CCG,06T,347660,3017,142360.03
2017-05-01,Apixaban,NHS Thurrock CCG,07G,174067,956,42157.58
2017-05-01,Apixaban,NHS West Essex CCG,07H,309014,1428,61554.31
2017-05-01,Apixaban,NHS West Suffolk CCG,07K,248907,843,38383.72
2017-05-01,Apixaban,NHS Brighton and Hove CCG,09D,314556,264,11939.01
2017-05-01,Apixaban,NHS Oxfordshire CCG,10Q,730562,4900,216583.72
2017-05-01,Apixaban,NHS Portsmouth CCG,10R,227676,1243,58833.8
2017-05-01,Apixaban,NHS Dorset CCG,11J,795155,5690,295220.64
2017-05-01,Apixaban,NHS Gloucestershire CCG,11M,637833,1285,49628.31
2017-05-01,Apixaban,NHS Kernow CCG,11N,569662,2170,94815.19
2017-05-01,Apixaban,NHS Somerset CCG,11X,569773,2906,154640.84
2017-05-01,Apixaban,NHS Wirral CCG,12F,335421,2579,136194.43
2017-05-01,Apixaban,NHS Newcastle Gateshead CCG,13T,520368,1705,53519.59
2017-05-01,Apixaban,NHS Manchester CCG,14L,628289,1710,75441.2
2017-05-01,Apixaban,NHS Buckinghamshire CCG,14Y,554012,2127,107175.2
2017-05-01,Apixaban,NHS Berkshire West CCG,15A,535797,1879,88772.48
2017-05-01,Apixaban,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,992585,5374,205973.67
2017-05-01,Apixaban,NHS Birmingham and Solihull CCG,15E,1299859,6125,334130.53
2017-05-01,Apixaban,NHS Leeds CCG,15F,869541,2352,102261.11
2017-05-01,Apixaban,NHS Derby and Derbyshire CCG,15M,1042623,2860,152158.25
2017-05-01,Apixaban,NHS Devon CCG,15N,1211598,3729,163077.93
2017-05-01,Apixaban,NHS Tees Valley CCG,16C,698427,2810,123299.03
2017-05-01,Apixaban,NHS Herefordshire and Worcestershire CCG,18C,786417,4031,187807.05
2017-05-01,Apixaban,NHS Norfolk and Waveney CCG,26A,1043802,3493,158327.64
2017-05-01,Apixaban,NHS Cheshire CCG,27D,758093,4194,202344.22
2017-05-01,Apixaban,NHS Bradford District and Craven CCG,36J,627619,1331,52471.5
2017-05-01,Apixaban,NHS South West London CCG,36L,1641660,4087,148583.23
2017-05-01,Apixaban,NHS North Yorkshire CCG,42D,425425,1830,82343.99
2017-05-01,Apixaban,NHS Nottingham and Nottinghamshire CCG,52R,1066941,2664,128983.44
2017-05-01,Apixaban,NHS West Sussex CCG,70F,880760,4113,209401.94
2017-05-01,Apixaban,NHS Lincolnshire CCG,71E,782916,7032,265583.53
2017-05-01,Apixaban,NHS South East London CCG,72Q,1926857,3699,162211.49
2017-05-01,Apixaban,NHS Northamptonshire CCG,78H,751498,2678,124139.35
2017-05-01,Apixaban,NHS County Durham CCG,84H,547351,3512,114913.61
2017-05-01,Apixaban,NHS Kent and Medway CCG,91Q,1865789,7623,372670.25
2017-05-01,Apixaban,NHS Surrey Heartlands CCG,92A,1082888,2560,131522.31
2017-05-01,Apixaban,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,921829,7943,342070.63
2017-05-01,Apixaban,NHS North Central London CCG,93C,1589227,3202,137589.54
2017-05-01,Apixaban,NHS East Sussex CCG,97R,552786,2194,107148.74
2017-05-01,Apixaban,NHS Liverpool CCG,99A,523341,2168,103162.1
2017-05-01,Apixaban,NHS North Tyneside CCG,99C,218177,1138,37074.77
2017-05-01,Apixaban,NHS Basildon and Brentwood CCG,99E,276597,1481,75024.67
2017-05-01,Apixaban,NHS Castle Point and Rochford CCG,99F,184655,1190,57672.12
2017-05-01,Apixaban,NHS Southend CCG,99G,187229,869,49119.33
2017-05-01,Apixaban,NHS North East London CCG,A3A8R,2132176,6280,231582.58
2017-05-01,Apixaban,NHS Coventry and Warwickshire CCG,B2M3M,977573,936,44851.99
2017-05-01,Apixaban,NHS Black Country and West Birmingham CCG,D2P2L,1446720,3154,157711.82
2017-05-01,Apixaban,NHS Frimley CCG,D4U1Y,775518,2797,140144.68
2017-05-01,Apixaban,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,1627053,7901,424701.73
2017-05-01,Apixaban,"NHS Bedfordshire, Luton and Milton Keynes CCG",M1J4Y,995087,4048,205591.39
2017-05-01,Apixaban,"NHS Shropshire, Telford and Wrekin CCG",M2L0M,491124,2465,128843.67
2017-05-01,Apixaban,NHS North West London CCG,W2U3Z,2363117,7679,273969.29
2017-05-01,Apixaban,NHS Kirklees CCG,X2C4Y,439077,1884,71018.38
2017-06-01,Apixaban,NHS Northumberland CCG,00L,323852,1876,69130.84
2017-06-01,Apixaban,NHS South Tyneside CCG,00N,156612,1530,50298.3
2017-06-01,Apixaban,NHS Sunderland CCG,00P,284161,2232,72766.91
2017-06-01,Apixaban,NHS Blackburn with Darwen CCG,00Q,173936,427,22518.17
2017-06-01,Apixaban,NHS Blackpool CCG,00R,172919,941,40126.43
2017-06-01,Apixaban,NHS Bolton CCG,00T,307126,1589,72595.4
2017-06-01,Apixaban,NHS Bury CCG,00V,202707,1148,61127.82
2017-06-01,Apixaban,NHS Chorley and South Ribble CCG,00X,182139,872,43142.27
2017-06-01,Apixaban,NHS Oldham CCG,00Y,253309,1132,53625.1
2017-06-01,Apixaban,NHS East Lancashire CCG,01A,379565,1207,57322.37
2017-06-01,Apixaban,"NHS Heywood, Middleton and Rochdale CCG",01D,231409,1204,60373.95
2017-06-01,Apixaban,NHS Greater Preston CCG,01E,206283,894,39561.76
2017-06-01,Apixaban,NHS Halton CCG,01F,130699,1074,56224.21
2017-06-01,Apixaban,NHS Salford CCG,01G,267909,1124,35446.68
2017-06-01,Apixaban,NHS North Cumbria CCG,01H,323267,1602,74751.37
2017-06-01,Apixaban,NHS Knowsley CCG,01J,163952,1072,52670.98
2017-06-01,Apixaban,NHS Morecambe Bay CCG,01K,349971,745,32534.02
2017-06-01,Apixaban,NHS South Sefton CCG,01T,154790,843,41636.67
2017-06-01,Apixaban,NHS Southport and Formby CCG,01V,124397,1311,57896.96
2017-06-01,Apixaban,NHS Stockport CCG,01W,310243,2353,104155.9
2017-06-01,Apixaban,NHS St Helens CCG,01X,196867,1685,84353.17
2017-06-01,Apixaban,NHS Tameside and Glossop CCG,01Y,246644,905,44902.77
2017-06-01,Apixaban,NHS Trafford CCG,02A,240636,1847,66790.83
2017-06-01,Apixaban,NHS Warrington CCG,02E,217292,1270,67530.03
2017-06-01,Apixaban,NHS West Lancashire CCG,02G,113036,673,32253.17
2017-06-01,Apixaban,NHS Wigan Borough CCG,02H,326165,1351,78172.03
2017-06-01,Apixaban,NHS Fylde and Wyre CCG,02M,169756,1112,47282.73
2017-06-01,Apixaban,NHS Barnsley CCG,02P,258218,2740,92137.78
2017-06-01,Apixaban,NHS Bassetlaw CCG,02Q,116348,1300,64068.13
2017-06-01,Apixaban,NHS Calderdale CCG,02T,219932,1481,51835.48
2017-06-01,Apixaban,NHS Doncaster CCG,02X,318003,2623,124614.69
2017-06-01,Apixaban,NHS East Riding of Yorkshire CCG,02Y,302237,1951,89841.82
2017-06-01,Apixaban,NHS Hull CCG,03F,296374,2321,88484.29
2017-06-01,Apixaban,NHS North East Lincolnshire CCG,03H,169168,644,27515.08
2017-06-01,Apixaban,NHS North Lincolnshire CCG,03K,173213,920,40958.88
2017-06-01,Apixaban,NHS Rotherham CCG,03L,261596,1630,75145.65
2017-06-01,Apixaban,NHS Sheffield CCG,03N,593389,3217,130597.72
2017-06-01,Apixaban,NHS Vale of York CCG,03Q,352352,2503,118258.33
2017-06-01,Apixaban,NHS Wakefield CCG,03R,369908,1826,91076.67
2017-06-01,Apixaban,NHS East Leicestershire and Rutland CCG,03W,325639,1453,68192.05
2017-06-01,Apixaban,NHS Leicester City CCG,04C,400895,974,46993.11
2017-06-01,Apixaban,NHS West Leicestershire CCG,04V,386916,1266,57922.9
2017-06-01,Apixaban,NHS Cannock Chase CCG,04Y,132375,557,28200.37
2017-06-01,Apixaban,NHS East Staffordshire CCG,05D,140372,779,38127.36
2017-06-01,Apixaban,NHS North Staffordshire CCG,05G,217588,1427,72647.33
2017-06-01,Apixaban,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,211988,1501,57748.86
2017-06-01,Apixaban,NHS Stafford and Surrounds CCG,05V,148245,940,47075.68
2017-06-01,Apixaban,NHS Stoke on Trent CCG,05W,289258,1813,88306.53
2017-06-01,Apixaban,NHS Cambridgeshire and Peterborough CCG,06H,952222,2304,102886.56
2017-06-01,Apixaban,NHS East and North Hertfordshire CCG,06K,593969,3951,151242.15
2017-06-01,Apixaban,NHS Ipswich and East Suffolk CCG,06L,404551,1329,66614.2
2017-06-01,Apixaban,NHS Herts Valleys CCG,06N,640748,4295,190337.76
2017-06-01,Apixaban,NHS Mid Essex CCG,06Q,388753,2111,89479.1
2017-06-01,Apixaban,NHS North East Essex CCG,06T,347781,3129,147098.23
2017-06-01,Apixaban,NHS Thurrock CCG,07G,174219,1048,45356.59
2017-06-01,Apixaban,NHS West Essex CCG,07H,309451,1500,65958.89
2017-06-01,Apixaban,NHS West Suffolk CCG,07K,249213,892,42013.16
2017-06-01,Apixaban,NHS Brighton and Hove CCG,09D,314715,318,15066.42
2017-06-01,Apixaban,NHS Oxfordshire CCG,10Q,732066,4937,218662.67
2017-06-01,Apixaban,NHS Portsmouth CCG,10R,227893,1324,60842.7
2017-06-01,Apixaban,NHS Dorset CCG,11J,796291,5912,308062.93
2017-06-01,Apixaban,NHS Gloucestershire CCG,11M,638963,1382,53590.82
2017-06-01,Apixaban,NHS Kernow CCG,11N,570428,2212,97680.19
2017-06-01,Apixaban,NHS Somerset CCG,11X,570170,2975,157366.26
2017-06-01,Apixaban,NHS Wirral CCG,12F,335709,2663,140625.84
2017-06-01,Apixaban,NHS Newcastle Gateshead CCG,13T,520427,1745,54849.8
2017-06-01,Apixaban,NHS Manchester CCG,14L,629105,1843,80590.63
2017-06-01,Apixaban,NHS Buckinghamshire CCG,14Y,554831,2240,115221.22
2017-06-01,Apixaban,NHS Berkshire West CCG,15A,536719,2084,100373.38
2017-06-01,Apixaban,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,994267,5553,207731.09
2017-06-01,Apixaban,NHS Birmingham and Solihull CCG,15E,1300993,6406,351171.01
2017-06-01,Apixaban,NHS Leeds CCG,15F,869704,2462,106251.34
2017-06-01,Apixaban,NHS Derby and Derbyshire CCG,15M,1043837,2953,154814.11
2017-06-01,Apixaban,NHS Devon CCG,15N,1213349,3915,164902.76
2017-06-01,Apixaban,NHS Tees Valley CCG,16C,699179,2841,126231.01
2017-06-01,Apixaban,NHS Herefordshire and Worcestershire CCG,18C,786966,4297,197635.35
2017-06-01,Apixaban,NHS Norfolk and Waveney CCG,26A,1044919,3497,160329.3
2017-06-01,Apixaban,NHS Cheshire CCG,27D,758728,4433,213992.01
2017-06-01,Apixaban,NHS Bradford District and Craven CCG,36J,628068,1403,53065.41
2017-06-01,Apixaban,NHS South West London CCG,36L,1645347,4307,156090.94
2017-06-01,Apixaban,NHS North Yorkshire CCG,42D,425649,1951,88171.51
2017-06-01,Apixaban,NHS Nottingham and Nottinghamshire CCG,52R,1068678,2895,141174.96
2017-06-01,Apixaban,NHS West Sussex CCG,70F,881554,4484,229123.71
2017-06-01,Apixaban,NHS Lincolnshire CCG,71E,784243,7140,271201.26
2017-06-01,Apixaban,NHS South East London CCG,72Q,1931280,3812,168430.25
2017-06-01,Apixaban,NHS Northamptonshire CCG,78H,753498,2970,137930.31
2017-06-01,Apixaban,NHS County Durham CCG,84H,547385,3783,123794.64
2017-06-01,Apixaban,NHS Kent and Medway CCG,91Q,1867055,7889,387661.02
2017-06-01,Apixaban,NHS Surrey Heartlands CCG,92A,1083464,2687,142512.83
2017-06-01,Apixaban,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,923423,8526,357940.51
2017-06-01,Apixaban,NHS North Central London CCG,93C,1591433,3434,147947.48
2017-06-01,Apixaban,NHS East Sussex CCG,97R,553061,2248,111897.52
2017-06-01,Apixaban,NHS Liverpool CCG,99A,523856,2337,109805.9
2017-06-01,Apixaban,NHS North Tyneside CCG,99C,218409,1248,41771.93
2017-06-01,Apixaban,NHS Basildon and Brentwood CCG,99E,276771,1520,77739.54
2017-06-01,Apixaban,NHS Castle Point and Rochford CCG,99F,184655,1231,60635.73
2017-06-01,Apixaban,NHS Southend CCG,99G,187352,945,54321.33
2017-06-01,Apixaban,NHS North East London CCG,A3A8R,2138506,6533,235028.28
2017-06-01,Apixaban,NHS Coventry and Warwickshire CCG,B2M3M,978648,1043,49720.76
2017-06-01,Apixaban,NHS Black Country and West Birmingham CCG,D2P2L,1448839,3390,172575.83
2017-06-01,Apixaban,NHS Frimley CCG,D4U1Y,776843,2872,142274.67
2017-06-01,Apixaban,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,1628923,8276,445988.84
2017-06-01,Apixaban,"NHS Bedfordshire, Luton and Milton Keynes CCG",M1J4Y,996520,4441,226828.18
2017-06-01,Apixaban,"NHS Shropshire, Telford and Wrekin CCG",M2L0M,491906,2564,129561.66
2017-06-01,Apixaban,NHS North West London CCG,W2U3Z,2368252,7929,289490.31
2017-06-01,Apixaban,NHS Kirklees CCG,X2C4Y,439168,1865,71256.69
2017-07-01,Apixaban,NHS Northumberland CCG,00L,324170,1827,69826.82
2017-07-01,Apixaban,NHS South Tyneside CCG,00N,156643,1501,50299.41
2017-07-01,Apixaban,NHS Sunderland CCG,00P,284238,2305,72468.31
2017-07-01,Apixaban,NHS Blackburn with Darwen CCG,00Q,174079,452,23438.63
2017-07-01,Apixaban,NHS Blackpool CCG,00R,173127,926,38577.97
2017-07-01,Apixaban,NHS Bolton CCG,00T,307550,1544,71934.89
2017-07-01,Apixaban,NHS Bury CCG,00V,202904,1129,60554.55
2017-07-01,Apixaban,NHS Chorley and South Ribble CCG,00X,182401,899,46636.92
2017-07-01,Apixaban,NHS Oldham CCG,00Y,253397,1180,57164.51
2017-07-01,Apixaban,NHS East Lancashire CCG,01A,379939,1181,55437.72
2017-07-01,Apixaban,"NHS Heywood, Middleton and Rochdale CCG",01D,231734,1229,61169.75
2017-07-01,Apixaban,NHS Greater Preston CCG,01E,206376,925,39822.53
2017-07-01,Apixaban,NHS Halton CCG,01F,130779,1039,53334.95
2017-07-01,Apixaban,NHS Salford CCG,01G,268375,1269,37092.95
2017-07-01,Apixaban,NHS North Cumbria CCG,01H,323540,1678,78203.49
2017-07-01,Apixaban,NHS Knowsley CCG,01J,164121,1074,52730.64
2017-07-01,Apixaban,NHS Morecambe Bay CCG,01K,348625,757,33911.99
2017-07-01,Apixaban,NHS South Sefton CCG,01T,154693,858,42237.53
2017-07-01,Apixaban,NHS Southport and Formby CCG,01V,124520,1319,57836.39
2017-07-01,Apixaban,NHS Stockport CCG,01W,310634,2313,102810.75
2017-07-01,Apixaban,NHS St Helens CCG,01X,196955,1683,85860.6
2017-07-01,Apixaban,NHS Tameside and Glossop CCG,01Y,246840,908,45100.51
2017-07-01,Apixaban,NHS Trafford CCG,02A,240828,1874,67507.77
2017-07-01,Apixaban,NHS Warrington CCG,02E,217462,1280,68325.75
2017-07-01,Apixaban,NHS West Lancashire CCG,02G,112959,720,35041.85
2017-07-01,Apixaban,NHS Wigan Borough CCG,02H,326398,1286,72918.01
2017-07-01,Apixaban,NHS Fylde and Wyre CCG,02M,169833,1084,46582.31
2017-07-01,Apixaban,NHS Barnsley CCG,02P,258457,2780,93424.38
2017-07-01,Apixaban,NHS Bassetlaw CCG,02Q,116525,1242,62042.3
2017-07-01,Apixaban,NHS Calderdale CCG,02T,220162,1431,51239.89
2017-07-01,Apixaban,NHS Doncaster CCG,02X,318722,2603,126049.2
2017-07-01,Apixaban,NHS East Riding of Yorkshire CCG,02Y,302560,1932,88987.89
2017-07-01,Apixaban,NHS Hull CCG,03F,296516,2339,86792.67
2017-07-01,Apixaban,NHS North East Lincolnshire CCG,03H,169263,699,28599.37
2017-07-01,Apixaban,NHS North Lincolnshire CCG,03K,173473,902,39843.78
2017-07-01,Apixaban,NHS Rotherham CCG,03L,261858,1721,79794.57
2017-07-01,Apixaban,NHS Sheffield CCG,03N,592778,3339,135168.17
2017-07-01,Apixaban,NHS Vale of York CCG,03Q,352407,2561,120106.18
2017-07-01,Apixaban,NHS Wakefield CCG,03R,370387,1846,91141.48
2017-07-01,Apixaban,NHS East Leicestershire and Rutland CCG,03W,326198,1463,69202.65
2017-07-01,Apixaban,NHS Leicester City CCG,04C,400744,1073,50086.34
2017-07-01,Apixaban,NHS West Leicestershire CCG,04V,387053,1302,60816.46
2017-07-01,Apixaban,NHS Cannock Chase CCG,04Y,132468,577,28189.8
2017-07-01,Apixaban,NHS East Staffordshire CCG,05D,140559,753,36887.39
2017-07-01,Apixaban,NHS North Staffordshire CCG,05G,217508,1397,70872.72
2017-07-01,Apixaban,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,212032,1518,57296.53
2017-07-01,Apixaban,NHS Stafford and Surrounds CCG,05V,148531,980,49402.07
2017-07-01,Apixaban,NHS Stoke on Trent CCG,05W,289303,1845,89163.36
2017-07-01,Apixaban,NHS Cambridgeshire and Peterborough CCG,06H,953782,2386,106894.32
2017-07-01,Apixaban,NHS East and North Hertfordshire CCG,06K,594694,3965,153041.69
2017-07-01,Apixaban,NHS Ipswich and East Suffolk CCG,06L,404967,1363,68139.1
2017-07-01,Apixaban,NHS Herts Valleys CCG,06N,641649,4371,194486.44
2017-07-01,Apixaban,NHS Mid Essex CCG,06Q,389258,2148,90455.23
2017-07-01,Apixaban,NHS North East Essex CCG,06T,347996,3191,149833.26
2017-07-01,Apixaban,NHS Thurrock CCG,07G,174544,1082,48230.36
2017-07-01,Apixaban,NHS West Essex CCG,07H,310019,1584,68691.23
2017-07-01,Apixaban,NHS West Suffolk CCG,07K,249498,858,40290.83
2017-07-01,Apixaban,NHS Brighton and Hove CCG,09D,314734,318,14421.12
2017-07-01,Apixaban,NHS Oxfordshire CCG,10Q,733225,5073,230956.84
2017-07-01,Apixaban,NHS Portsmouth CCG,10R,227480,1405,64166.34
2017-07-01,Apixaban,NHS Dorset CCG,11J,796802,5936,307584.95
2017-07-01,Apixaban,NHS Gloucestershire CCG,11M,639910,1425,53372.82
2017-07-01,Apixaban,NHS Kernow CCG,11N,570823,2227,98369.58
2017-07-01,Apixaban,NHS Somerset CCG,11X,570991,3002,159264.52
2017-07-01,Apixaban,NHS Wirral CCG,12F,335890,2702,142649.9
2017-07-01,Apixaban,NHS Newcastle Gateshead CCG,13T,519529,1822,55748.46
2017-07-01,Apixaban,NHS Manchester CCG,14L,629041,1813,79472.33
2017-07-01,Apixaban,NHS Buckinghamshire CCG,14Y,555697,2220,111672.41
2017-07-01,Apixaban,NHS Berkshire West CCG,15A,537505,2206,104541.13
2017-07-01,Apixaban,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,995189,5549,216810.7
2017-07-01,Apixaban,NHS Birmingham and Solihull CCG,15E,1302149,6489,355248.88
2017-07-01,Apixaban,NHS Leeds CCG,15F,869266,2358,104634.08
2017-07-01,Apixaban,NHS Derby and Derbyshire CCG,15M,1044348,2975,159988.23
2017-07-01,Apixaban,NHS Devon CCG,15N,1214006,3939,168809.46
2017-07-01,Apixaban,NHS Tees Valley CCG,16C,699520,3060,135436.2
2017-07-01,Apixaban,NHS Herefordshire and Worcestershire CCG,18C,787811,4346,203589.52
2017-07-01,Apixaban,NHS Norfolk and Waveney CCG,26A,1045704,3626,166472.19
2017-07-01,Apixaban,NHS Cheshire CCG,27D,759677,4475,214440.94
2017-07-01,Apixaban,NHS Bradford District and Craven CCG,36J,628557,1413,53428.65
2017-07-01,Apixaban,NHS South West London CCG,36L,1648941,4590,165866.09
2017-07-01,Apixaban,NHS North Yorkshire CCG,42D,426080,1954,88870.86
2017-07-01,Apixaban,NHS Nottingham and Nottinghamshire CCG,52R,1067130,2810,136382.95
2017-07-01,Apixaban,NHS West Sussex CCG,70F,882567,4291,220544.3
2017-07-01,Apixaban,NHS Lincolnshire CCG,71E,784855,7190,273161.16
2017-07-01,Apixaban,NHS South East London CCG,72Q,1935774,3979,173155.59
2017-07-01,Apixaban,NHS Northamptonshire CCG,78H,754533,2944,136251.95
2017-07-01,Apixaban,NHS County Durham CCG,84H,547661,3692,120856.76
2017-07-01,Apixaban,NHS Kent and Medway CCG,91Q,1868184,8106,388017.83
2017-07-01,Apixaban,NHS Surrey Heartlands CCG,92A,1084644,2837,143594.6
2017-07-01,Apixaban,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,924497,8469,360323.3
2017-07-01,Apixaban,NHS North Central London CCG,93C,1593751,3496,150583.01
2017-07-01,Apixaban,NHS East Sussex CCG,97R,553421,2278,111573.81
2017-07-01,Apixaban,NHS Liverpool CCG,99A,523576,2286,107242.85
2017-07-01,Apixaban,NHS North Tyneside CCG,99C,218503,1239,39596.92
2017-07-01,Apixaban,NHS Basildon and Brentwood CCG,99E,277127,1574,80841.76
2017-07-01,Apixaban,NHS Castle Point and Rochford CCG,99F,184767,1186,59313.88
2017-07-01,Apixaban,NHS Southend CCG,99G,187620,878,50908.71
2017-07-01,Apixaban,NHS North East London CCG,A3A8R,2144071,6782,248656.04
2017-07-01,Apixaban,NHS Coventry and Warwickshire CCG,B2M3M,978244,1105,52524.55
2017-07-01,Apixaban,NHS Black Country and West Birmingham CCG,D2P2L,1450739,3460,173927.72
2017-07-01,Apixaban,NHS Frimley CCG,D4U1Y,777843,2959,151028.22
2017-07-01,Apixaban,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,1630394,8198,439715.06
2017-07-01,Apixaban,"NHS Bedfordshire, Luton and Milton Keynes CCG",M1J4Y,997780,4610,230618.37
2017-07-01,Apixaban,"NHS Shropshire, Telford and Wrekin CCG",M2L0M,492196,2635,133794.03
2017-07-01,Apixaban,NHS North West London CCG,W2U3Z,2372533,8481,299899.2
2017-07-01,Apixaban,NHS Kirklees CCG,X2C4Y,439458,1922,75703.75
2017-08-01,Apixaban,NHS Northumberland CCG,00L,324558,2012,75321.56
